kind,family,name,path,criterion_1,criterion_2,criterion_3,criterion_4,criterion_5,criterion_6,criterion_7,total,rating,evidence,required_fixes
skill,legal-policy-procurement-finance-grants,finance-operations-review,SKILLS/finance-operations-review/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,grant-budget-justification,SKILLS/grant-budget-justification/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,grant-proposal-compliance,SKILLS/grant-proposal-compliance/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,software-engineering-core,implementation-planning,SKILLS/implementation-planning/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,software-engineering-core,incident-postmortems,SKILLS/incident-postmortems/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,legal-policy-procurement-finance-grants,invoice-reconciliation-workflows,SKILLS/invoice-reconciliation-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,research-news-publishing-editorial,journal-submission-workflows,SKILLS/journal-submission-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,legal-research-workflows,SKILLS/legal-research-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,legislative-tracking,SKILLS/legislative-tracking/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,research-news-publishing-editorial,line-copyediting-workflows,SKILLS/line-copyediting-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,software-engineering-core,localization-readiness,SKILLS/localization-readiness/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,data-analytics-ml,ml-engineering,SKILLS/ml-engineering/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,data-analytics-ml,mlops-readiness,SKILLS/mlops-readiness/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,research-news-publishing-editorial,nonfiction-manuscript-development,SKILLS/nonfiction-manuscript-development/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,software-engineering-core,observability-runbooks,SKILLS/observability-runbooks/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,software-engineering-core,performance-profiling,SKILLS/performance-profiling/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,research-news-publishing-editorial,permissions-rights-review,SKILLS/permissions-rights-review/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,policy-analysis-workflows,SKILLS/policy-analysis-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,software-engineering-core,privacy-review,SKILLS/privacy-review/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,legal-policy-procurement-finance-grants,procurement-vendor-review,SKILLS/procurement-vendor-review/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,product-ux-design-support-docs,product-discovery,SKILLS/product-discovery/SKILL.md,4,4,4,4,4,4,4,28,Ready,"Full package read found exceptional trigger discrimination, repeatable workflow, domain decision rules, reusable support, validation gates, owner-facing output, and bounded stops; package validation passed.",
skill,software-engineering-core,prompt-injection-defense,SKILLS/prompt-injection-defense/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,legal-policy-procurement-finance-grants,public-comment-drafting,SKILLS/public-comment-drafting/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,research-news-publishing-editorial,publishing-production-workflows,SKILLS/publishing-production-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,records-retention-operations,SKILLS/records-retention-operations/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,software-engineering-core,release-readiness,SKILLS/release-readiness/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,research-news-publishing-editorial,research-methods-review,SKILLS/research-methods-review/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,rfp-response-workflows,SKILLS/rfp-response-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,sow-review-workflows,SKILLS/sow-review-workflows/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,legal-policy-procurement-finance-grants,sponsored-projects-reporting,SKILLS/sponsored-projects-reporting/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; corrected sidecar short_description is within the 25-64 character range.",
skill,software-engineering-core,test-matrix-design,SKILLS/test-matrix-design/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
skill,software-engineering-core,threat-modeling,SKILLS/threat-modeling/SKILL.md,4,4,4,4,4,4,4,28,Ready,"Full package read found exceptional trigger discrimination, repeatable workflow, domain decision rules, reusable support, validation gates, owner-facing output, and bounded stops; package validation passed.",
skill,software-engineering-core,ux-flow-mapping,SKILLS/ux-flow-mapping/SKILL.md,3,3,3,3,3,3,3,21,Ready,"Read SKILL.md, every reference, and agents/openai.yaml; domain workflow, decision rules, validation guidance, output contract, and stop conditions are specific and reusable; package validation passed.",
agent,software-engineering-core,accessibility-reviewer,AGENTS/openai/accessibility-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,accounting-controls-reviewer,AGENTS/openai/accounting-controls-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,ai-feature-engineer,AGENTS/openai/ai-feature-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,data-analytics-ml,analytics-engineer,AGENTS/openai/analytics-engineer.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,api-contract-architect,AGENTS/openai/api-contract-architect.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,assignment-editor,AGENTS/openai/assignment-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,audience-seo-editor,AGENTS/openai/audience-seo-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,audit-evidence-organizer,AGENTS/openai/audit-evidence-organizer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,backend-domain-engineer,AGENTS/openai/backend-domain-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,book-metadata-packaging-editor,AGENTS/openai/book-metadata-packaging-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,breaking-news-reporter,AGENTS/openai/breaking-news-reporter.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,budget-justification-writer,AGENTS/openai/budget-justification-writer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,budget-variance-analyst,AGENTS/openai/budget-variance-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,build-release-engineer,AGENTS/openai/build-release-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,citation-integrity-checker,AGENTS/openai/citation-integrity-checker.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,code-reviewer,AGENTS/openai/code-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,contract-review-specialist,AGENTS/openai/contract-review-specialist.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,copy-desk-editor,AGENTS/openai/copy-desk-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,customer-communications-specialist,AGENTS/openai/customer-communications-specialist.toml,4,3,4,4,4,4,4,27,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,customer-diagnostics-engineer,AGENTS/openai/customer-diagnostics-engineer.toml,4,3,4,4,4,4,4,27,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,data-platform-engineer,AGENTS/openai/data-platform-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,data-analytics-ml,data-scientist,AGENTS/openai/data-scientist.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,database-modeler,AGENTS/openai/database-modeler.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,dependency-maintenance-engineer,AGENTS/openai/dependency-maintenance-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,design-system-engineer,AGENTS/openai/design-system-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,developer-experience-engineer,AGENTS/openai/developer-experience-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,developmental-manuscript-editor,AGENTS/openai/developmental-manuscript-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,devops-platform-engineer,AGENTS/openai/devops-platform-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,documentation-engineer,AGENTS/openai/documentation-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,escalation-support-engineer,AGENTS/openai/escalation-support-engineer.toml,4,3,4,4,4,4,4,27,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,fact-checking-editor,AGENTS/openai/fact-checking-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,fiction-development-editor,AGENTS/openai/fiction-development-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,financial-model-reviewer,AGENTS/openai/financial-model-reviewer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,frontend-experience-engineer,AGENTS/openai/frontend-experience-engineer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,geolocation-chronolocation-analyst,AGENTS/openai/geolocation-chronolocation-analyst.toml,4,2,4,4,4,4,4,26,Useful but Thin,"Full TOML read found a distinct, safety-bounded public-source workflow with implemented handoffs and exact output sections, but it neither references a repo-local Skill nor explicitly justifies the absence of one.","Reference a relevant $skill with a fallback, or state explicitly that no repo-local Skill fits and identify these instructions as the fallback workflow."
agent,legal-policy-procurement-finance-grants,grant-opportunity-scout,AGENTS/openai/grant-opportunity-scout.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,grant-reporting-specialist,AGENTS/openai/grant-reporting-specialist.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,impact-assessment-writer,AGENTS/openai/impact-assessment-writer.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,software-engineering-core,implementation-finisher,AGENTS/openai/implementation-finisher.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,indexing-coordinator,AGENTS/openai/indexing-coordinator.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,invoice-reconciliation-specialist,AGENTS/openai/invoice-reconciliation-specialist.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,journal-submission-specialist,AGENTS/openai/journal-submission-specialist.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,product-ux-design-support-docs,knowledge-base-author,AGENTS/openai/knowledge-base-author.toml,4,4,4,4,4,4,4,28,Ready,"Full TOML read found exceptional role separation, skill/fallback use, domain intake and checks, runtime fit, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,legal-ops-coordinator,AGENTS/openai/legal-ops-coordinator.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,legal-research-analyst,AGENTS/openai/legal-research-analyst.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,legal-policy-procurement-finance-grants,legislative-tracker,AGENTS/openai/legislative-tracker.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
agent,research-news-publishing-editorial,line-copy-editor,AGENTS/openai/line-copy-editor.toml,3,3,3,3,3,3,3,21,Ready,"Full TOML read confirmed a distinct role, useful skill or explicit fallback, domain-specific instructions, suitable runtime settings, implemented handoffs, exact output sections, and validated registry integration.",
